COL Colombia T L8 2013 13
COL Colombia F L8 2014 1
COL Colombia M L8 2014 8
COL Colombia T L8 2014 9
COL Colombia F L8 2015 3
COL Colombia M L8 2015 12
COL Colombia T L8 2015 15
COL Colombia F L8 2016 7
COL Colombia M L8 2016 10
COL Colombia T L8 2016 17
COL Colombia F L8 2017 7
COL Colombia M L8 2017 10
COL Colombia T L8 2017 17
CRI Costa-Rica F L6 2014 495
CRI Costa-Rica M L6 2014 1525
CRI Costa-Rica T L6 2014 2020
CRI Costa-Rica F L6 2015 365
CRI Costa-Rica M L6 2015 1401
CRI Costa-Rica T L6 2015 1766
CRI Costa-Rica F L6 2016 450
CRI Costa-Rica M L6 2016 1453
CRI Costa-Rica T L6 2016 1903
CRI Costa-Rica F L6 2017 403
CRI Costa-Rica M L6 2017 1578
CRI Costa-Rica T L6 2017 1981
CRI Costa-Rica F L7 2014 20
CRI Costa-Rica M L7 2014 95
CRI Costa-Rica T L7 2014 115
CRI Costa-Rica F L7 2015 40
CRI Costa-Rica M L7 2015 116
CRI Costa-Rica T L7 2015 156
CRI Costa-Rica F L7 2016 22
CRI Costa-Rica M L7 2016 77
CRI Costa-Rica T L7 2016 99
CRI Costa-Rica F L7 2017 14
CRI Costa-Rica M L7 2017 96
CRI Costa-Rica T L7 2017 110
CRI Costa-Rica F L8 2014 0
CRI Costa-Rica M L8 2014 0
CRI Costa-Rica T L8 2014 0
CRI Costa-Rica F L8 2015 0
CRI Costa-Rica M L8 2015 0
CRI Costa-Rica T L8 2015 0
CRI Costa-Rica F L8 2016 1
CRI Costa-Rica M L8 2016 1
CRI Costa-Rica T L8 2016 2
CRI Costa-Rica F L8 2017 0
CRI Costa-Rica M L8 2017 0
CRI Costa-Rica T L8 2017 0
CZE Czech-Republic F L6 2013 394
CZE Czech-Republic M L6 2013 2425
CZE Czech-Republic T L6 2013 2819
CZE Czech-Republic F L6 2014 445
CZE Czech-Republic M L6 2014 2228
CZE Czech-Republic T L6 2014 2673
CZE Czech-Republic F L6 2015 338
CZE Czech-Republic M L6 2015 1933
CZE Czech-Republic T L6 2015 2271
CZE Czech-Republic F L6 2016 341
CZE Czech-Republic M L6 2016 1719
CZE Czech-Republic T L6 2016 2060
CZE Czech-Republic F L6 2017 360
CZE Czech-Republic M L6 2017 1910
